White Shark,2002,1,1902003,29710,1,2003-02-14T20:48:59Z,225.313,26.801,1
White Shark,2002,1,1902003,29710,1,2003-02-14T23:20:58Z,225.333,26.807,1
White Shark,2002,1,1902003,29710,1,2003-02-15T06:26:00Z,225.36,26.792,2
White Shark,2002,1,1902003,29710,1,2003-02-15T10:10:01Z,225.375,26.805,1
White Shark,2002,1,1902003,29710,1,2003-02-15T11:50:58Z,225.375,26.808,1
White Shark,2002,1,1902003,29710,1,2003-02-15T15:12:00Z,225.385,26.828,1
White Shark,2002,1,1902003,29710,1,2003-02-15T16:15:00Z,225.387,26.82,1
White Shark,2002,1,1902003,29710,1,2003-02-15T18:48:59Z,225.399,26.82,2
White Shark,2002,1,1902003,29710,1,2003-02-15T21:27:00Z,225.418,26.812,2
White Shark,2002,1,1902003,29710,1,2003-02-15T23:09:01Z,225.419,26.816,1
White Shark,2002,1,1902003,29710,1,2003-02-16T00:47:59Z,225.422,26.813,1
White Shark,2002,1,1902003,29710,1,2003-02-16T02:26:00Z,225.443,26.819,1
White Shark,2002,1,1902003,29710,1,2003-02-16T11:39:01Z,225.436,26.774,2
White Shark,2002,1,1902003,29710,1,2003-02-16T15:51:58Z,225.42,26.774,1
White Shark,2002,1,1902003,29710,1,2003-02-16T18:27:00Z,225.412,26.792,1
White Shark,2002,1,1902003,29710,1,2003-02-16T20:05:58Z,225.391,26.804,2
White Shark,2002,1,1902003,29710,1,2003-02-17T07:17:59Z,225.34,26.846,1
White Shark,2002,1,1902003,29710,1,2003-02-17T15:28:00Z,225.284,26.882,2
White Shark,2002,1,1902003,29710,1,2003-02-17T15:42:00Z,225.284,26.879,1
White Shark,2002,1,1902003,29710,1,2003-02-17T17:06:58Z,225.276,26.888,1
White Shark,2002,1,1902003,29710,1,2003-02-18T03:00:59Z,225.219,26.904,1
White Shark,2002,1,1902003,29710,1,2003-02-18T04:19:58Z,225.227,26.914,1
White Shark,2002,1,1902003,29710,1,2003-02-18T15:04:58Z,225.181,26.913,2
